8139	1	15070
13413	1	15071
9759	1	15072
2719	0	15073
4410	0	15074
4389	0	15075
13728	0	15076
10198	0	15077
6623	1	15078
13650	0	14961
1437	0	15079
10170	0	15080
11064	0	15081
9426	0	15082
6669	1	15083
11434	2	15033
10609	1	15084
14514	0	15085
10935	0	15005
10068	0	15086
4779	1	15087
9720	1	15088
2433	1	14919
12823	0	15089
12591	0	14964
4909	0	15090
11880	1	15091
6704	2	15092
654	0	15093
14288	0	15094
4721	0	15095
1173	0	15096
9269	0	15097
3061	0	15098
4906	1	15099
9589	1	15100
10298	0	14964
13788	0	15101
8937	1	15102
1389	0	15103
10817	0	15104
5573	0	15105
14043	0	15106
5733	0	15107
13641	0	15108
6969	0	15109
1421	0	14912
252	1	15043
9713	2	14924
1196	0	15110
9708	0	15111
6585	1	15043
6775	0	15112
9832	0	15113
8449	0	15114
5225	0	15115
12552	4	15116
8666	1	15117
1818	0	15118
3585	1	15119
8959	0	15120
9154	0	15121
2384	0	15122
7746	1	15123
10785	0	15124
10653	0	15125
5920	0	15126
8482	0	15127
8208	0	15128
4297	0	15129
10883	0	15130
13575	2	14924
7506	0	15131
14684	1	15132
13563	0	15133
11172	0	15134
3694	0	15135
10466	2	15033
5536	1	15136
8864	0	15137
5391	0	15138
12484	0	15139
3619	0	15140
3294	0	15141
8743	0	15142
1806	0	14973
8682	1	15143
9982	0	15045
4691	0	15144
12427	0	15145
5717	0	15146
11865	0	15147
11709	0	15148
13068	0	15149
6325	1	15150
2709	0	14963
6866	0	15151
495	0	15152
3776	0	15153
761	0	15154
6495	1	15155
2225	0	15156
7786	0	15157
11933	0	15158
8453	1	14939
4283	1	15159
5258	1	15160
7656	0	15161
2585	0	15162
12238	1	15163
4559	0	15164
12463	0	15165
1802	0	14916
3812	1	15166
6324	0	15167
14317	0	15168
9316	0	15169
12749	1	15166
5589	1	15170
8599	0	15171
12404	0	15172
3081	0	15173
8007	0	15174
11602	0	15175
2040	1	15176
10000	0	15177
1145	1	14954
2838	0	15178
9167	0	15179
11713	0	15180
14559	0	15181
14894	0	15182
12620	1	15183
3676	1	15184
4628	0	15185
11522	0	15186
8857	0	15187
11675	1	15188
9482	0	15189
14625	1	15190
2102	0	15191
983	3	15192
2093	0	15193
673	0	15194
8164	0	14967
12867	0	15195
11260	0	15196
1957	0	15197
11041	0	15198
12093	0	15199
4450	0	15200
7042	0	15201
5539	0	15202
6903	0	15203
9537	5	15204
9378	1	15205
9562	0	15206
11937	0	15207
4420	0	15208
4262	1	15209
13513	0	15210
5607	0	15211
2786	0	15212
10757	0	15213
7115	0	15214
14511	1	15215
5089	0	15216
10407	0	15217
2725	0	15218
10964	1	15087
5926	0	15219
5514	0	15220
11378	0	15221
7	0	15222
1001	0	15223
8556	0	15003
4178	1	15088
13208	0	15224
7618	0	15225
2793	1	15226
12135	0	15227
13634	0	15228
3720	0	15229
7730	2	14924
9820	0	15230
9594	1	14939
3353	1	15231
8465	0	15232
8012	0	15233
12287	0	15234
5946	0	15235
11777	0	15236
9847	1	14923
7084	0	15237
428	0	15238
6812	0	15239
4486	0	15240
8873	1	15241
10967	0	14964
13086	0	15242
14110	0	15243
14772	0	15151
768	0	15244
8509	1	14939
10889	1	14998
4018	0	15245
635	0	15246
5353	0	15247
14376	0	15248
10996	0	15249
7643	0	15250
5327	0	15251
4595	0	15252
11184	0	15253
12210	0	15254
10805	0	15255
2241	0	15256
1635	1	15257
3357	0	15258
6040	0	15259
8164	1	15260
3293	0	15261
11241	0	15262
5860	0	14910
12952	0	15263
4162	0	15264
7104	1	15265
9001	0	15266
6753	1	15267
1020	1	15268
2760	0	14961
3549	0	15269
1904	0	15270
3604	0	15271
12121	0	15272
6422	0	15273
9544	0	15274
8555	0	15275
12686	1	15276
9414	1	15070
2433	0	15277
1249	0	15278
2919	1	15279
6312	0	15280
6525	0	15281
3395	0	15282
10223	0	15283
12601	0	15284
2683	2	14931
6823	0	15285
6104	0	15286
7223	0	15287
6696	0	15288
2796	1	15289
1254	0	15290
7532	1	15291
13873	0	15292
2360	0	15293
8615	0	15294
5198	0	15295
1879	1	15296
8827	0	15297
1186	0	15298
10482	0	15299
10226	0	15300
13920	0	15301
5508	0	15302
9935	0	15303
9836	0	15304
11769	2	15092
4492	0	15305
792	1	15163
8031	0	15306
623	0	15307
9852	0	15308
3955	0	15309
568	0	15310
7044	0	15311
2189	0	15312
11979	0	15313
10650	0	15314
10957	0	15315
14855	0	15316
6109	0	15317
11892	0	15318
12546	1	15088
8053	0	15319
9614	1	15320
7867	0	15321
8131	0	15322
1390	0	15323
2234	0	15324
2429	1	15325
5534	0	15326
7974	1	15327
4905	1	15328
11909	1	15078
6939	0	15329
8644	0	15147
6084	0	15330
3764	0	15331
4499	0	15332
3932	0	15333
677	1	15334
12530	0	15335
13514	0	15336
3411	1	15289
12263	0	15337
11839	0	15338
12753	0	15339
12090	0	15340
3363	0	15341
14869	0	15342
6831	0	15343
7324	0	15344
3184	0	15345
8953	0	15346
5273	0	15347
14784	0	15199
14195	1	15348
204	0	15349
11752	0	15350
6175	0	15351
5757	0	15298
14829	0	15352
9737	0	15353
11863	0	15354
13915	0	15355
8907	0	15356
13831	0	15357
10142	1	15358
2149	0	15359
6613	1	15360
14825	0	15361
2863	1	15087
445	0	15191
14783	0	15362
8717	2	15363
5172	0	15364
1245	1	15087
3445	0	15365
5616	0	15366
1585	1	15367
6110	0	15368
10631	0	15369
12335	0	15370
2957	1	15371
214	0	15372
10255	0	15199
6948	0	15373
562	0	15374
1132	0	15375
13480	1	15376
5879	1	15160
11590	0	14912
2753	1	15377
10617	0	15169
7244	0	15378
3574	0	15379
14885	0	15380
14141	0	15381
12215	1	15215
546	0	15382
13995	0	15383
2633	1	15088
13792	0	15384
4652	0	15385
9804	0	15386
3523	0	15387
8808	1	15296
11878	0	15388
12719	0	14991
8867	0	15389
2533	0	15390
12694	0	15391
1011	1	15289
9446	1	15392
5505	0	15393
8266	0	15394
11442	0	15395
991	1	14926
9294	0	15005
5545	0	15396
329	3	15397
8412	0	15398
14134	0	15399
7885	0	15400
9024	0	14964
13696	1	15360
6894	0	15401
6768	0	15402
13103	0	15403
13205	1	15404
14358	1	14965
14697	0	15405
5001	1	15377
1550	0	15406
592	1	15231
4804	0	15407
4862	0	15408
2800	0	15409
1006	0	15410
14172	0	15411
581	0	15412
7590	0	15413
14612	0	15414
1079	1	15415
11457	0	15416
10565	0	15417
1204	0	15418
326	0	15419
4228	1	15420
14599	1	15421
10740	0	15422
14321	0	15423
1104	0	15424
14162	1	15425
13721	0	15426
12989	1	15088
174	0	15218
3926	1	15296
3287	0	15427
4361	0	15428
14149	1	15102
1987	0	15429
5903	2	15430
4544	0	15431
1364	0	15272
3686	0	15432
13153	0	15433
13315	0	15434
9312	0	15435
9019	0	15436
13999	0	15437
9147	0	15438
9910	1	15439
3537	0	15440
12811	0	15441
2739	0	15442
3755	0	15443
9062	0	15444
13886	0	15445
12031	0	15446
12	0	15447
6629	0	15448
11859	0	15449
3557	0	14956
12781	2	14931
14267	0	15450
5029	0	15451
2611	0	15031
9352	0	15452
10143	0	15453
6936	1	15454
11480	0	15455
1475	2	15456
692	2	14924
13725	0	15457
1374	1	15289
13984	0	15458
6550	0	15459
288	0	15460
13892	0	15005
7405	0	15461
14100	0	15462
6461	2	15463
8397	0	15464
13122	0	15465
14627	0	15466
2549	1	15467
13452	0	15468
2561	0	15469
9237	0	15470
180	0	15471
7059	2	14927
12978	0	15472
5492	1	15473
13475	0	15474
9143	0	15475
633	1	15476
13101	0	15477
2405	0	15478
12089	0	15479
5801	0	15480
4283	3	15481
7272	0	15482
13586	0	15483
1964	1	15231
54	0	15484
10236	0	15485
1314	0	15303
819	1	15163
1622	0	15486
2520	0	15487
1759	0	15488
14671	1	14926
5796	1	15489
3892	0	15490
4439	0	15491
11040	1	15492
4226	0	15493
10564	0	15494
14005	0	15495
10411	0	15496
1959	0	15497
13777	0	15498
7483	2	14927
11626	0	15499
13062	2	14924
9425	1	15415
5055	0	15500
13163	0	15501
8988	1	15502
6795	0	15503
11035	1	15504
13225	1	15505
14835	0	15506
12880	1	15072
11335	0	15507
11461	0	15508
3718	0	15509
5154	0	15510
9079	0	15511
701	1	15512
4596	0	15513
14539	0	15514
5932	0	15515
11441	0	15516
8632	0	15517
13772	0	15518
12370	0	15519
14731	1	15421
3289	1	15334
408	1	15267
6662	0	15520
11582	0	15459
11210	0	15521
10603	0	15522
9954	2	15523
6160	0	15524
5123	1	15404
14495	0	14917
5238	1	15525
1164	1	15289
10709	0	15526
864	2	14924
4948	0	15527
13732	0	14916
4384	0	15528
7687	0	15529
10579	1	15530
10589	0	15531
6093	0	15532
1491	1	15533
2035	0	15074
5262	0	15534
5911	0	15288
9310	1	15296
3827	0	15535
2292	0	15536
5634	0	15537
14038	0	15538
437	0	15539
6541	1	15231
10103	1	14926
8886	0	15540
8549	0	15541
13231	0	15542
3808	0	15543
14817	0	15544
2320	0	14989
3183	0	15345
3544	0	15545
1782	0	15546
4006	1	15260
5139	0	15547
7180	0	15548
5242	0	15549
11030	1	15550
2432	2	14924
12742	0	15551
13801	0	15552
7089	0	15553
10444	0	15554
7851	0	15555
549	0	15005
4465	0	15556
5216	1	15102
12336	0	15557
2923	0	15558
13814	0	15559
6644	0	15560
9597	0	15561
3726	1	15562
4537	0	15514
13307	0	15563
11641	0	15564
4699	0	15565
7050	0	15517
4263	0	15566
6423	0	15567
3232	0	15568
13632	0	15569
5952	0	15570
9146	0	15571
6658	0	15572
2119	0	15573
11245	1	15421
11955	0	15574
2496	0	15126
11922	0	15575
7092	0	15576
9260	1	15289
8659	2	15577
1125	0	15578
7691	0	15579
7701	0	15580
14528	0	15581
9071	3	15582
13337	1	15091
8522	0	15583
13239	0	15584
5738	0	15585
10528	0	15586
8036	0	15587
12721	0	15588
99	1	15589
9020	3	15590
3302	0	15591
8236	1	14923
10975	1	15592
9764	0	15593
11598	1	15594
5082	1	14998
11785	0	15595
3038	0	15596
6564	0	15345
4286	0	15597
8364	0	15598
1445	1	14998
1668	0	15599
10890	0	15600
7902	0	15601
2793	2	14931
10922	0	15602
12059	0	15603
7211	0	15604
14640	0	15605
4982	0	15447
1403	0	15606
725	0	15607
7739	0	15608
2801	0	15609
6154	1	15610
10131	0	15288
1945	0	15611
5314	0	15612
14881	0	15613
3488	1	14919
10201	1	15215
9901	1	15614
1342	1	15615
2766	0	15616
1071	2	14924
6249	3	15617
3699	0	15618
451	2	14924
13837	0	15619
2806	0	15620
9427	0	15621
4117	0	15622
8053	1	15623
14021	0	15624
9536	0	15625
13662	0	15626
3512	0	15627
4225	0	15107
3185	1	15163
10391	1	15289
14761	0	15628
323	0	15629
7944	1	15226
11982	0	15630
4385	0	15045
10699	0	15411
2	0	15631
6280	0	15259
771	0	15632
909	0	15599
13332	0	15633
14150	0	15634
8810	0	15635
7350	0	15636
7166	0	15637
13107	1	15638
11415	0	15608
494	0	15639
2987	1	15640
141	1	15641
3505	1	14939
4322	0	15642
9488	0	15643
8704	2	14924
13338	0	15644
8901	1	15645
12670	0	15646
5070	0	15647
4779	0	15254
5253	0	15648
14452	0	15649
3285	0	15650
6293	0	15651
8034	0	15652
5619	0	15653
12496	0	15045
397	0	15654
2488	0	15655
4512	0	15656
7679	0	15462
3336	2	14924
7806	0	15657
6282	0	15658
6221	0	15347
14111	0	15659
303	0	15660
13027	0	15661
13882	0	15005
6735	0	15662
12006	0	15663
4535	0	15664
12461	0	15665
5731	1	15666
9780	0	15667
6320	0	15668
11936	0	15669
12819	1	15670
10366	1	15088
9827	0	15671
5294	0	15672
442	0	15673
2125	0	15674
683	0	15675
5658	1	15676
2388	0	15677
12276	0	15678
14715	0	15679
8271	2	15680
13739	0	15681
4927	0	15682
4391	0	15194
8561	0	14997
11385	0	15683
6211	0	15684
9696	1	15099
4874	1	14965
10448	1	15296
9076	0	15285
5672	0	15685
11814	0	15686
12900	0	15687
8393	0	15688
5904	0	15689
154	0	15690
4988	1	14926
8045	0	15691
12675	0	15465
417	0	15692
50	0	15693
9777	0	15694
14018	0	15695
1747	0	15584
548	1	14926
13623	0	15696
5713	0	15697
3817	0	15698
7194	0	15470
6754	1	15699
14801	1	15700
14116	0	15701
9118	0	15702
8181	0	15703
10144	1	15215
1770	0	15704
580	0	15705
2382	1	15043
761	1	15241
5369	1	15706
13374	0	15707
2419	3	15708
2755	0	15709
1616	0	15710
4880	0	15711
8937	0	15712
2713	0	15713
5631	0	15714
11991	0	15715
12768	0	15716
4131	0	15717
5835	0	15718
2504	0	15719
6369	0	15720
14123	0	15721
14906	0	15722
14557	0	15723
1813	0	15724
4340	0	15725
11165	0	15726
10534	0	15608
3581	0	15727
11769	1	15728
13085	0	15729
12703	0	15730
4643	0	15731
420	0	15732
2724	0	15054
14349	0	15733
13317	1	15163
11715	1	15377
2348	0	15734
1935	0	15735
9667	1	15736
7369	0	15737
560	0	15738
11679	0	15739
7130	0	15740
974	0	15741
4140	0	15742
5009	0	15743
2677	0	15744
14618	1	15745
5219	1	15334
8633	0	14948
7881	0	15746
3692	1	15747
8183	1	14939
8918	0	15748
1246	1	15749
5	0	15750
3635	3	15751
2558	1	15752
711	0	15753
12922	0	15754
464	1	14976
10167	0	15755
5291	0	15756
141	0	15757
6849	0	15758
7704	1	15289
3450	1	15706
8629	2	15523
8629	1	15360
14417	1	15759
13274	1	14939
7315	0	15760
8573	0	15761
4876	0	15286
9461	0	15762
6703	1	15562
13071	1	15072
8392	0	15763
9757	0	15764
9042	0	15765
6892	1	15512
11568	0	15766
13497	0	15613
6682	0	15767
5232	1	14923
6335	0	15549
11785	1	15768
14301	0	15769
13224	0	15045
1780	0	15770
485	0	15771
12687	1	15087
11860	0	15772
11499	1	15078
6904	0	15773
14104	0	15222
2269	0	15774
13637	0	15775
10456	1	15562
11769	0	15776
1698	1	15777
9679	0	15263
988	0	15778
5270	0	15779
273	1	14923
4861	0	15780
12741	0	15781
7214	0	15782
6010	1	15102
5678	0	15216
13677	0	15783
3406	0	15784
12227	0	15785
10804	0	15255
3308	1	15786
6614	0	15787
8508	1	15562
3110	0	15411
7476	2	15788
2199	0	15789
8585	0	15790
1192	0	15791
1010	0	15792
3689	0	15793
10854	0	15794
6122	0	15601
13198	1	14976
6705	0	15795
5965	0	15796
2393	0	15797
1778	0	15344
14732	1	15231
4819	0	15798
10273	0	15031
6148	0	15799
1548	0	15800
12598	1	15550
5032	0	15801
6456	0	15802
3427	0	15803
3241	1	15804
10493	0	15805
13604	0	15806
10245	0	15807
3825	0	15808
8550	0	15809
12385	0	15810
10892	1	15811
11361	1	15360
8370	0	15812
6714	1	15813
6712	0	15419
7153	0	15814
6569	0	15815
1676	0	15816
14657	0	15817
12266	0	15818
6286	0	15819
9851	0	15820
5360	0	15821
4386	0	15822
3421	0	15823
2595	0	15824
9282	0	15825
5085	0	15826
1000	0	15827
5719	0	15828
7605	0	15829
6317	0	15830
6339	0	15831
2020	1	15699
8294	0	15832
13867	0	15833
14844	0	15834
3381	0	15835
5888	0	15836
13459	0	15054
7752	0	15837
3918	0	15838
13286	0	15839
3888	0	15344
5182	0	15005
13547	0	15740
1748	0	15840
14028	0	15841
7829	2	15842
13255	0	15843
2891	0	15844
11337	0	15845
12575	0	15846
7900	0	15847
2764	1	14926
6693	1	15550
2654	0	15848
1837	1	15289
9339	0	15849
11419	0	15850
5087	0	14910
2771	0	15851
9063	1	15166
9878	0	15852
9184	1	15360
5889	1	14923
3770	0	15853
3726	0	15480
5734	1	15854
8612	0	15855
7035	0	15856
13980	0	15857
12173	1	15502
1454	0	15858
12153	0	15859
5475	0	15860
11856	0	15861
6196	0	15862
5081	0	15863
4299	0	15306
2941	0	15864
12940	0	15865
1887	0	15866
4580	0	15285
12773	0	15867
4567	0	15868
10801	0	15485
2707	2	14931
14890	1	15869
2946	0	15870
6992	0	15871
222	0	15872
6798	0	15873
4245	0	15874
10	0	15875
720	0	15876
848	0	15112
10193	1	15877
14115	0	15462
9013	0	15878
12448	0	15545
4794	0	15879
12568	1	14923
14871	0	15880
2685	0	15881
8152	0	15882
4296	0	15883
9794	0	15884
13440	0	15885
10913	0	15411
7026	1	15886
12237	0	15887
10033	0	15888
12416	0	15889
11797	0	15890
13515	0	15891
7287	0	15892
4649	0	15893
1886	0	15894
2671	0	15895
6252	0	15896
230	2	14924
1686	0	15897
12180	0	15515
696	1	15358
1240	0	15898
6466	0	15899
13992	1	15900
3886	0	15901
9561	0	15902
10380	0	15903
12195	0	15904
3866	1	15377
9261	0	15905
5021	0	15693
1241	0	15906
3308	2	15907
6377	1	15166
10772	0	15908
6886	1	15909
13126	1	14998
9508	0	15910
7463	0	15911
13204	0	15912
13233	0	15913
3693	2	14924
12891	1	15132
9690	0	15914
638	0	15121
13354	1	15915
12453	0	15916
3956	0	15309
14529	0	15917
662	0	15918
8139	0	15715
1435	0	15919
13482	1	15920
3048	0	15005
2049	1	15921
1950	1	15922
3477	1	15923
12911	0	15302
533	0	15924
9837	0	15925
7903	0	15926
10540	0	14961
103	0	15927
501	0	15431
11390	0	15928
3869	0	15808
11893	0	15929
2575	0	15703
8436	1	15930
2597	0	15931
12397	0	15932
3793	0	15933
10447	0	15934
14800	0	15935
13407	0	15936
3597	0	15937
8927	0	15938
377	1	15091
4937	0	14964
959	0	15939
5097	0	15940
8977	0	15941
14540	0	15942
10149	1	15279
14023	0	15943
8719	1	15562
3316	0	15298
7137	0	15944
10707	2	14931
5924	0	15945
4359	1	15946
6178	1	15947
11052	1	15948
1160	0	15949
9965	0	15950
12229	0	15951
13386	1	15952
6819	0	15953
8100	0	15954
5222	0	15758
10250	1	14921
8641	0	15955
8121	0	15956
5278	0	15957
3118	0	15958
10945	0	15959
1707	0	15960
6530	0	15961
509	0	15962
6793	0	15963
4839	1	15676
2388	1	14998
14302	0	15964
6023	0	15302
2377	1	15965
13478	0	15966
9075	0	15967
2865	0	15968
8767	0	15969
8375	0	15970
12060	0	15971
3830	0	15972
8343	0	15005
14900	0	15485
9372	1	15973
3428	0	15974
5030	0	15975
6416	0	15976
5925	0	15977
4902	1	15360
6404	1	14921
10077	0	15978
7901	3	15979
14297	1	15980
2120	0	15981
11621	1	15296
14660	0	15982
11226	0	15983
13498	0	15984
4619	1	15289
82	3	15985
1086	0	15986
537	1	15260
6392	0	15987
12621	0	15292
2551	0	15988
13809	0	15989
10379	0	15990
9912	0	15991
6720	1	14926
8416	0	15992
3584	1	15993
2642	0	15452
1835	0	15994
10859	1	15995
7212	1	15980
5684	1	15996
10604	0	15997
3500	0	15998
11430	0	15999
3673	0	16000
14903	0	16001
14088	0	16002
3617	0	14993
11235	0	16003
5548	0	15396
3439	0	16004
9484	1	14976
11359	0	16005
6226	2	14924
10233	0	16006
10022	0	16007
849	0	16008
10408	1	16009
3800	0	14964
6437	1	15267
858	0	16010
5898	1	15163
10918	0	15695
3258	0	16011
1443	0	16012
14745	0	16013
1007	1	16014
6765	0	16015
5071	0	16016
10724	0	16017
12130	0	16018
822	0	16019
14379	0	15914
12176	0	16020
3702	0	16021
5342	0	16022
2840	0	15908
10687	0	16023
6769	0	16024
10034	0	16025
7484	0	16026
14692	0	16027
948	0	16028
3370	1	15425
10378	0	16029
3132	0	16030
13280	0	16031
3957	0	15309
5356	0	15757
1107	0	16032
5824	0	16033
1867	0	16034
1796	0	16035
13544	0	16036
13311	0	16037
11382	0	16038
2915	0	16039
3134	0	16040
5511	2	14927
949	0	16041
5727	0	16042
2060	2	16043
1355	0	16044
14853	0	15345
11029	0	16045
9604	1	16046
12905	0	16047
4848	0	16048
2705	0	16049
12013	0	16050
11428	0	16051
5246	0	16052
14779	0	16053
302	1	16054
9619	0	16055
12343	1	15163
8059	0	16056
11249	1	16057
5757	1	16058
9949	0	16059
2402	0	16060
2717	0	14992
9663	0	15790
598	0	16061
13492	0	16062
2746	0	16063
14806	1	14926
936	0	16064
13202	1	15163
4292	0	15391
11313	0	16065
11665	2	14927
9023	1	16066
3235	0	16067
14788	0	16068
5863	0	15036
600	1	15425
8466	0	16069
126	1	16070
1784	1	15267
10404	0	16071
6503	1	16072
8893	0	16073
10219	0	16074
12172	0	16075
1604	0	16076
9468	0	15635
921	0	16077
7262	0	16078
11810	0	16079
8028	0	16080
13427	0	16081
13535	0	16082
4330	0	16083
9257	0	16084
12330	0	16085
3218	0	16086
10836	0	16087
14050	0	15997
4122	0	16088
10036	0	16089
10934	0	15005
13521	0	15255
5525	0	16090
4288	0	16091
2485	0	16092
12874	0	16093
10698	0	16094
11509	0	15005
1268	1	16095
408	0	16096
3173	0	15711
3173	1	16097
7148	0	16098
1761	0	16099
2936	0	16100
2507	1	15706
4864	0	16101
9809	0	15462
10430	0	16102
671	0	16103
8947	0	16104
1532	0	14916
8405	0	16105
5730	1	16106
14371	0	15564
10838	0	15038
4095	0	16107
2408	0	16108
1584	0	16109
9933	0	16110
13264	1	15360
12689	0	16111
6329	0	16112
2293	0	16113
12167	0	16114
2943	0	16115
10975	0	16116
820	0	16117
1731	0	16118
11744	0	16119
1373	0	16120
7026	2	14927
5144	0	16121
7195	0	15684
7579	0	16122
13439	0	16123
12085	1	16124
11846	0	16125
6507	1	16126
1690	0	16127
1744	0	16128
8709	0	15805
1085	0	16129
455	0	15624
10873	0	16130
14503	0	16131
1033	0	16132
4497	0	16133
4274	0	14961
3458	1	15360
14454	0	16134
2111	1	15360
4991	0	16135
11520	0	16136
10345	0	15486
5407	2	14924
6847	3	16137
6895	1	15334
14568	0	16138
3073	0	16139
5277	0	16140
11270	0	16141
7116	1	15091
3906	0	16142
8315	0	16143
13860	1	14921
2349	0	16144
3862	1	15645
11651	0	16145
1030	0	16146
6975	0	16147
7763	0	16148
8989	0	16149
13757	0	16150
8348	0	16151
14027	0	16152
8025	0	16153
1667	0	16154
12945	2	14924
10757	0	16155
8425	1	15645
8689	0	16156
2452	0	16157
4183	0	15535
4788	0	16158
6652	0	15106
10539	0	16159
2433	2	15523
9013	1	15088
3824	0	16160
3407	0	16161
11399	0	16162
4840	0	15579
10446	0	16163
624	0	16164
9493	0	16022
7846	0	16165
8040	0	16166
8117	1	15289
962	1	14921
10688	0	16167
2937	0	16168
12045	1	15215
3371	2	15456
1005	0	16169
9944	0	16170
3509	0	15354
13844	0	15878
1828	0	16171
13220	0	16077
4913	0	14962
14337	0	16172
13991	0	16173
12150	0	16174
13799	0	16175
7570	1	16176
2957	0	16177
12181	0	16178
9633	1	15623
215	0	16179
8042	0	16180
8564	0	15005
11715	0	16181
1513	0	16182
10008	1	16183
1846	1	15160
4156	1	15623
13412	0	16184
7812	0	15905
7748	0	15230
5980	0	16030
12713	0	16185
1706	0	16186
1129	0	16187
12240	0	15608
14457	0	16188
664	0	16189
1650	1	15638
14139	0	16190
9752	1	16191
2285	0	16192
519	0	15191
3238	0	15167
12558	0	16193
3324	0	16194
940	0	16195
1324	0	16196
13642	0	16197
13653	0	16198
5018	0	15343
4916	0	16199
3711	2	16200
7169	0	16201
3719	1	16202
6	1	16203
6012	0	16204
8656	1	15360
1789	0	16205
11636	0	16206
11224	0	16207
7683	1	14998
745	1	15706
1317	0	16208
8446	0	15054
8992	0	16209
6973	0	16210
13969	0	16211
6899	0	16212
12671	0	16213
2701	2	16214
5556	2	14924
7905	0	16215
2564	0	16216
1001	1	15699
1176	0	16217
217	2	15456
6004	1	16218
14516	2	14927
8960	0	16219
2425	0	16220
421	0	16221
1736	0	16222
8313	0	16223
13395	0	16224
7511	0	16225
10464	0	16226
9380	1	15215
10317	0	16227
8731	1	15377
819	3	16228
7410	0	16229
12882	0	16230
4300	0	15090
13552	1	15160
3191	1	16231
6989	1	16232
97	0	16233
1331	0	16234
6361	0	15992
7635	1	15046
9163	0	16235
3789	0	16236
12825	0	16237
3136	0	16238
13403	6	16239
2748	0	16240
14580	1	15525
7957	0	16241
2560	0	16242
3059	0	16243
151	0	15310
9043	2	14927
2309	1	15562
12781	0	16244
9711	1	15000
13195	0	16245
8626	1	15188
4413	0	16246
7647	0	16247
5552	0	16248
1811	0	16249
10987	1	15512
10965	0	15835
7251	2	14924
5624	0	15148
3779	0	16250
7328	0	16251
3082	0	16252
1936	0	15611
13798	0	16253
3333	0	15858
8235	3	16254
7241	0	16255
9517	1	14976
14251	0	16256
8652	0	16257
2123	1	16258
7701	1	16259
4014	0	15344
5728	0	16260
12344	0	16261
14602	0	15911
8213	0	16262
7562	1	15377
14403	0	16263
5494	2	14924
4963	0	16157
5436	0	16012
8744	3	16264
5923	0	16265
12803	0	16266
10474	1	15973
8089	1	15136
12430	0	16267
4348	1	15231
4886	0	16038
703	0	16268
3874	0	16269
8887	0	16270
8799	1	14965
10303	0	16271
4004	0	16272
13325	1	16273
3070	3	16274
1879	0	16275
1117	1	14998
7018	0	16276
2628	0	16277
10593	0	16278
11660	0	15009
240	0	16170
6101	0	16279
9145	0	16280
718	1	16281
12579	0	15705
4983	0	16282
14402	0	15858
5651	0	16283
9022	3	16284
7209	0	16285
2641	2	15523
3299	0	16286
10643	0	16287
6208	0	16288
10991	1	16289
13391	1	14998
13225	0	15191
4763	1	15028
1256	0	14963
