count,goodreads_book_id,tag_id
11,249,8104
10,249,27535
10,249,31656
10,249,20282
363,250,11743
236,250,8717
150,250,7457
128,250,11557
82,250,18367
67,250,22743
64,250,240
43,250,5207
41,250,2277
39,250,22034
34,250,7404
33,250,14267
32,250,2313
2632,264,7457
1053,264,11743
420,264,11557
391,264,7404
256,264,22743
243,264,5207
226,264,18367
175,264,509
137,264,240
132,264,2277
131,264,22034
118,264,2313
116,264,14487
98,264,7423
93,264,26138
88,264,7478
83,264,9221
82,264,2312
80,264,22753
69,264,17213
59,264,21989
59,264,4949
59,264,7417
59,264,14266
58,264,31859
57,264,30635
55,264,251
656,275,11743
503,275,8717
383,275,11557
330,275,12553
262,275,7457
155,275,26138
63,291,23831
50,291,22034
38,291,18367
36,291,7457
32,291,23471
30,291,2828
25,291,5207
22,291,26138
22,291,33390
20,291,22753
20,291,28384
17,291,16841
14,291,17069
13,291,20849
11,291,11497
10,291,8717
9,291,10094
9,291,33410
8,291,10093
8,291,21689
8,291,15392
8,291,2829
7,291,20774
7,291,11978
7,291,2835
6,291,10644
6,291,5090
6,291,9886
6,291,33910
6,291,29543
6,291,26630
5,291,9221
5,291,18045
5,291,10197
5,291,7404
5,291,10210
5,291,28341
5,291,2838
5,291,33825
5,291,33559
5,291,17827
5,291,33665
4,291,11305
4,291,11574
4,291,32586
4,291,5481
4,291,33819
4,291,34206
4,291,2833
4,291,13167
16226,295,8717
8727,295,7457
3299,295,11743
1887,295,1691
1655,295,7404
1164,295,11557
830,304,7457
571,304,8717
349,304,11743
122,304,7404
114,304,11557
112,304,509
90,304,31859
86,304,240
71,304,22743
71,304,5751
63,304,18367
56,304,14487
53,304,5207
50,304,5776
47,304,17213
46,304,22034
45,304,26138
38,304,10641
37,304,251
33,304,13060
32,304,16383
30,304,7423
28,304,10658
25,304,9221
24,304,261
21,304,22753
21,304,30635
20,304,7478
20,304,5746
19,304,10644
19,304,14467
19,304,248
18,304,18045
18,304,32586
17,304,21989
17,304,5775
5578,320,7457
1207,320,22743
1174,320,18367
920,320,7404
897,320,22034
893,320,5207
581,320,11590
519,320,17639
510,320,21989
455,320,28261
441,320,22753
417,320,4949
386,320,8717
380,320,240
376,320,1416
364,320,18896
348,320,17640
318,320,11557
318,320,18326
263,320,9221
262,320,11743
251,320,18045
235,320,20849
231,320,7686
218,320,923
215,320,33777
215,320,9477
213,320,28189
201,320,17645
188,320,1659
187,320,2104
186,320,7478
185,320,20774
181,320,21662
176,320,1642
175,320,8055
174,320,31133
168,320,21656
166,320,18318
160,320,32586
159,320,26256
154,320,9484
153,320,30672
153,320,14467
150,320,11505
148,320,10862
141,320,12948
140,320,21374
139,320,28269
135,320,251
134,320,11570
134,320,12767
132,320,7423
131,320,30635
128,320,8067
126,320,20731
124,320,12869
123,320,8346
122,320,26735
122,320,9638
114,320,26138
112,320,27535
4119,343,8717
3262,343,11557
2637,343,11743
1473,343,14487
1307,343,7457
888,343,14821
764,348,26837
475,348,26771
204,348,11743
163,348,30464
133,348,26894
111,348,11557
81,348,22743
54,348,26785
52,348,14209
46,348,9221
40,348,8717
39,348,11305
35,348,17213
29,348,7457
29,348,26842
27,348,26816
27,348,27405
27,348,26004
26,348,26897
22,348,26020
21,348,5207
19,348,3389
19,348,18045
19,348,27403
4665,350,26837
3641,350,26771
3012,350,8717
2069,350,11743
1291,350,11557
914,350,7457
846,350,26894
480,350,26785
445,350,22743
424,350,11305
264,350,7404
207,350,26897
178,350,9221
162,350,5207
154,350,26842
144,350,22034
136,350,23471
135,350,28300
132,350,3389
130,350,11370
125,350,240
125,350,26816
121,350,18045
118,350,25647
113,350,1416
104,350,14983
101,350,14209
931,353,26837
544,353,26771
313,353,8717
252,353,11743
170,353,11557
164,353,26894
484,355,26837
326,355,26771
240,355,11743
217,355,11305
93,355,22743
90,355,26894
84,355,11557
78,355,9221
71,355,8717
1074,357,11743
1018,357,11305
924,357,26837
762,357,26771
407,357,11557
377,357,20939
348,357,15067
345,357,8717
315,357,22743
249,357,7725
221,357,15048
179,357,9221
174,357,26894
161,357,9801
505,359,26837
422,359,26771
198,359,11305
187,359,22743
172,359,15067
160,359,21689
155,359,11743
151,359,8717
140,359,11557
113,359,7725
99,359,9221
95,359,26894
90,359,27669
81,359,5207
76,359,10891
73,359,15048
2434,360,26837
2060,360,26771
1318,360,11743
1162,360,15048
621,360,8717
519,360,11305
868,365,8717
489,365,26837
452,365,11743
422,365,26771
368,365,22743
344,365,11305
295,365,15048
268,365,26894
211,365,11557
202,365,26785
199,365,20939
188,365,9221
167,365,27199
162,365,9801
161,365,5207
158,365,12680
144,365,240
121,365,17213
118,365,15067
100,365,26897
96,365,7725
93,365,18045
93,365,8517
92,365,22034
86,365,5751
86,365,10210
80,365,22753
76,365,11590
74,365,10197
73,365,11370
3461,378,11557
2880,378,11305
1929,378,8717
1777,378,11743
1441,378,6953
1334,378,7457
280,386,19733
182,386,21689
99,386,21773
78,386,19742
61,386,11557
56,386,11743
31,386,4605
28,386,4949
23,386,5500
22,386,4615
21,386,5413
18,386,23831
17,386,5207
16,386,18045
16,386,1195
14,386,32586
13,386,22743
407,400,11743
388,400,8717
128,400,14487
126,400,11557
61,400,22034
61,400,240
378,415,11743
235,415,8717
234,415,26837
216,415,22743
180,415,11557
168,415,14487
1404,424,8717
482,424,21773
246,424,21689
188,424,10891
134,424,11557
125,424,19733
105,424,14552
101,424,27669
96,424,7457
123,428,7457
71,428,22034
57,428,240
52,428,18367
50,428,8055
50,428,30445
44,428,22743
43,428,5207
41,428,18326
37,428,6131
36,428,11665
35,428,1659
30,428,923
28,428,18589
27,428,18045
27,428,30672
26,428,32586
25,428,2312
25,428,32686
24,428,31656
24,428,261
23,428,21989
23,428,2313
23,428,14719
21,428,251
20,428,8067
18,428,22753
18,428,1642
18,428,30463
17,428,2098
16,428,11743
16,428,11643
16,428,248
15,428,17213
15,428,11644
15,428,16436
14,428,7404
14,428,32688
14,428,210
14,428,1029
14,428,5390
13,428,2335
13,428,25506
12,428,11590
12,428,14487
12,428,11834
11,428,10197
11,428,12948
11,428,1416
11,428,5051
11,428,32724
11,428,18139
10,428,18318
10,428,254
10,428,30471
9,428,10644
9,428,19524
9,428,24338
9,428,30444
1071,431,11743
557,431,11557
301,431,20939
271,431,8717
188,431,22743
180,431,240
163,431,2277
154,431,18367
141,431,8055
139,431,22034
127,431,21437
123,431,5207
90,431,2313
89,431,8517
88,431,27669
84,431,21989
80,431,9221
76,431,18326
74,431,10644
73,431,31656
71,431,7457
67,431,11590
261,432,11743
156,432,8717
126,432,20939
78,432,11557
40,432,18367
37,432,2277
406,446,11743
313,446,8717
154,446,11557
57,446,8055
55,446,2277
51,446,22743
314,447,8717
284,447,11743
91,447,240
52,447,2277
47,447,23131
46,447,22034
40,447,18367
34,447,10644
30,447,251
27,447,21989
25,447,923
25,447,248
24,447,261
20,447,11590
19,447,22753
18,447,8067
17,447,18045
17,447,3456
13,447,2312
12,447,254
11,447,26126
11,447,24083
10,447,18326
10,447,2271
10,447,12948
10,447,32586
9,447,20849
9,447,21437
9,447,11978
8,447,9886
8,447,20288
7,447,18318
7,447,2294
7,447,5565
7,447,22111
272,449,11743
95,449,240
70,449,11557
48,449,9684
43,449,251
261,456,11743
167,456,8717
97,456,11557
42,456,2277
41,456,18367
39,456,23131
35,456,22743
33,456,8055
30,456,22034
29,456,21989
28,456,9221
28,456,31656
22,456,5207
22,456,18326
21,456,2313
16,456,923
15,456,3456
14,456,10644
14,456,20939
14,456,18045
13,456,22753
12,456,11590
12,456,8067
10,456,20288
10,456,22009
2645,475,8717
575,475,21689
560,475,14552
230,475,21773
222,475,26816
134,475,2705
416,597,21689
304,597,20673
248,597,8717
168,597,11557
163,597,21773
116,597,19733
1358,599,8717
1229,599,21689
544,599,21773
473,599,10891
470,599,11557
333,599,15048
213,621,8717
146,621,11937
115,621,21689
84,621,23339
74,621,5951
51,621,20376
10483,629,8717
2932,629,23471
1374,629,11743
1196,629,21689
1020,629,11557
494,629,7457
441,629,21773
365,629,22743
973,647,21689
417,647,23931
368,647,8717
238,647,21773
209,647,10245
122,647,28052
120,647,5951
105,647,11557
103,647,22743
63,647,9221
63,647,8683
50,647,19294
50,647,28046
49,647,23909
46,647,5207
45,647,14552
41,647,23471
35,647,8039
24598,656,8717
7569,656,7457
3173,656,11743
1783,656,11557
1366,656,14487
1214,656,7404
4365,662,11743
3165,662,7457
2290,662,11557
1698,662,23471
626,662,22743
570,662,7404
522,662,18367
421,662,23931
412,662,5207
326,662,26837
295,662,10059
289,662,22034
273,662,8717
256,662,10064
537,665,23471
514,665,8717
206,665,21689
71,665,21773
64,665,23931
57,665,22743
1934,667,11743
922,667,11557
723,667,23471
679,667,10059
675,667,10064
517,667,26837
439,667,7457
424,667,8717
380,667,26771
317,667,22743
279,667,7404
252,667,26735
240,667,18367
237,667,5207
153,667,17213
291,668,7457
231,668,23471
107,668,22743
87,668,18367
86,668,14487
64,668,5207
59,668,3704
54,668,7404
45,668,26371
44,668,23931
40,668,22034
37,668,23909
36,668,9221
34,668,22753
31,668,14467
31,668,22159
29,668,24883
28,668,18045
28,668,26374
27,668,14552
24,668,11743
24,668,21989
24,668,10059
23,668,8717
23,668,10064
21,668,2277
21,668,7884
18,668,923
16,668,26837
15,668,12948
14,668,20849
14,668,3703
13,668,11505
13,668,18326
12,668,11590
12,668,3358
12,668,21689
12,668,12940
11,668,1642
11,668,32586
11,668,1659
11,668,4949
1355,676,23831
221,676,8717
147,676,11557
34,676,22743
19,676,21689
18,676,5207
454,698,11743
161,698,4949
153,698,8717
66,698,1629
50,698,11557
50,698,8055
633,703,8717
431,703,11743
371,703,14487
203,703,2173
159,703,240
101,703,18367
1583,706,15048
874,706,21689
559,706,23931
401,706,21773
376,706,7725
336,706,14552
812,760,11743
773,760,8717
235,760,11557
148,760,18367
143,760,7457
132,760,22743
2944,771,26816
741,771,23569
484,771,21773
233,771,11557
206,771,22743
117,771,3288
109,771,8717
104,771,23996
96,771,8327
95,771,5207
92,771,9221
4016,816,8717
1892,816,11743
1536,816,26837
1184,816,26771
920,816,11557
655,816,14487
495,822,11743
457,822,14487
363,822,8717
214,822,26837
163,822,11557
162,822,11305
145,822,14467
142,822,26771
94,822,14552
54,822,26894
1961,823,8717
856,823,11743
806,823,14487
412,823,26837
318,823,11305
284,823,26771
369,825,11743
271,825,26837
267,825,8717
190,825,26771
86,825,22743
81,825,30358
1963,827,26837
1470,827,26771
1230,827,8717
1015,827,11743
682,827,11557
559,827,8755
472,827,26894
310,827,28610
233,827,22743
231,827,11305
184,827,26785
3929,830,8717
3911,830,26837
3277,830,26771
2190,830,11743
1581,830,11557
1424,830,8755
908,830,26894
461,830,22743
353,830,26785
330,830,10059
325,830,11305
201,830,10064
187,830,28300
183,830,3389
177,830,26897
169,830,17213
154,830,22034
152,830,9221
136,830,3392
128,830,5207
128,830,1416
125,830,26816
118,830,18045
115,830,11370
115,830,10197
114,830,11590
105,830,8751
100,830,7457
96,830,4949
92,830,3371
89,830,3358
2403,840,8717
615,840,9318
328,840,21689
151,840,11557
125,840,21773
26269,865,8717
9712,865,11743
8698,865,11557
3089,865,7457
2297,865,11305
1979,865,23471
697,870,11557
381,870,19052
311,870,13561
141,870,13547
107,870,11743
100,870,26837
98,870,33114
96,870,26771
88,870,22743
81,870,1691
80,870,19083
72,870,5207
69,870,1540
63,870,2593
1215,880,14487
532,880,11743
354,880,8717
247,880,14467
178,880,14552
105,880,15924
19214,890,7457
9439,890,11743
5732,890,11557
3446,890,7404
2042,890,26735
1688,890,18367
1433,890,14487
1205,890,5207
1113,890,22743
930,890,25114
790,890,22034
679,890,2277
677,890,2313
657,890,7563
644,890,14370
624,890,12315
607,890,26740
543,890,11590
512,890,7423
482,890,240
481,890,1642
460,890,14467
406,890,22753
751,900,8717
418,900,21689
142,900,24526
94,900,21773
66,900,4605
64,900,27095
2666,902,20939
1974,902,11557
1545,902,8717
1416,902,33114
1173,902,11743
280,903,11743
261,903,33114
253,903,6953
247,903,8717
183,903,11557
182,903,20939
8385,930,11557
8127,930,11743
7195,930,14487
6341,930,8717
1785,930,26138
1748,930,14467
250,952,23005
98,952,21689
81,952,8717
61,952,7077
42,952,21773
39,952,25630
32,952,6857
9364,960,11743
5740,960,20939
5077,960,11557
4563,960,30358
1937,960,8865
1714,960,22743
1712,960,5207
1274,960,29076
1024,960,27199
973,960,1691
965,960,20994
822,960,14487
820,960,8517
736,960,9221
661,960,1642
632,960,30386
605,960,22753
573,960,8717
13725,968,11743
9968,968,8717
6024,968,11557
5358,968,30358
2283,968,5207
2235,968,22743
2013,968,8865
1507,968,29076
1379,968,14487
1244,968,1691
1160,968,20994
1018,968,22034
1011,968,27199
938,968,9221
923,968,1642
786,968,8055
776,968,22753
725,968,1659
707,968,30386
672,968,25647
623,968,21989
535,968,12948
490,968,11590
486,968,20774
480,968,20989
408,968,20926
391,968,8067
379,968,11305
379,968,14467
352,968,20849
337,968,4949
333,968,1540
324,968,14552
323,968,18045
285,968,8020
3201,976,11743
2273,976,30358
1594,976,20939
1372,976,8865
859,976,11557
693,976,22743
573,976,5207
556,976,29076
482,976,8717
452,976,9221
384,976,1691
384,976,20994
2198,998,8717
602,998,21689
536,998,11937
513,998,5951
244,998,23339
221,998,21773
376,1005,23334
279,1005,11937
234,1005,8717
153,1005,21773
147,1005,27089
101,1005,27095
101,1005,28904
99,1005,5951
82,1005,11557
82,1005,23343
81,1005,5207
77,1005,23339
75,1005,20520
70,1005,7457
67,1005,5963
66,1005,10700
66,1005,17780
64,1005,9221
61,1005,15626
59,1005,11949
53,1005,3389
49,1005,21689
48,1005,27111
47,1005,24401
44,1005,20774
43,1005,15758
42,1005,20519
41,1005,22753
40,1005,3392
39,1005,32262
38,1005,20849
37,1005,20731
34,1005,27077
33,1005,3358
31,1005,10245
30,1005,18130
28,1005,15624
27,1005,10698
25,1005,30289
25,1005,30620
25,1005,5979
24,1005,25506
24,1005,31505
23,1005,9375
23,1005,15763
22,1005,6262
21,1005,20376
20,1005,10210
20,1005,1416
20,1005,22330
20,1005,19039
19,1005,18168
19,1005,30755
18,1005,11497
18,1005,15339
17,1005,32586
17,1005,24662
17,1005,23323
441,1032,8717
222,1032,5951
94,1032,21689
89,1032,4605
36,1032,21773
27,1032,23931
2144,1052,8717
496,1052,5951
424,1052,11937
287,1052,21689
262,1052,27095
197,1052,11557
4413,1067,14552
3394,1067,8717
1886,1067,21689
806,1067,21773
565,1067,2305
344,1067,11557
694,1078,7009
421,1078,4949
349,1078,18367
295,1078,22743
294,1078,24609
287,1078,5207
252,1078,3216
206,1078,22034
195,1078,24624
151,1078,26735
137,1078,8717
123,1078,1659
118,1078,7423
113,1078,21989
112,1078,3389
104,1078,7563
102,1078,3371
97,1078,1642
96,1078,22753
93,1078,27199
90,1078,18045
88,1078,3392
85,1078,3218
83,1078,9221
74,1078,5051
74,1078,24632
73,1078,2313
73,1078,22456
70,1078,923
70,1078,22449
69,1078,25114
69,1078,21662
65,1078,2277
61,1078,12948
61,1078,21656
60,1078,17213
58,1078,11221
58,1078,7417
58,1078,23189
55,1078,4985
54,1078,2104
53,1078,8656
51,1078,20849
51,1078,7016
51,1078,24639
50,1078,26740
49,1078,11505
48,1078,12315
48,1078,7422
48,1078,24642
45,1078,11743
45,1078,22451
45,1078,24615
44,1078,27535
44,1078,7478
43,1078,11590
43,1078,22465
42,1078,3358
41,1078,3379
41,1078,20282
40,1078,4959
39,1078,18318
39,1078,3377
36,1078,9886
35,1078,21660
35,1078,32686
35,1078,3677
34,1078,11497
33,1078,1416
32,1078,20824
32,1078,8683
31,1078,33114
31,1078,30672
31,1078,25191
31,1078,11780
31,1078,11644
30,1078,11557
30,1078,2312
30,1078,11643
29,1078,10644
29,1078,5481
29,1078,11765
3640,1097,21689
1548,1097,21773
1507,1097,8717
1229,1097,12175
416,1097,14134
302,1097,11557
3432,1103,14487
2442,1103,11743
1876,1103,8717
1720,1103,11557
1526,1103,4949
764,1103,7009
683,1110,16518
375,1110,30358
300,1110,20939
249,1110,8717
226,1110,13720
223,1110,9221
197,1110,22743
191,1110,11743
159,1110,5207
145,1110,17863
120,1110,29076
103,1110,8517
89,1110,17857
78,1110,11557
75,1110,13723
66,1110,20994
835,1171,8717
280,1171,5951
243,1171,11937
238,1171,21689
144,1171,11557
113,1171,14552
335,1191,8150
110,1191,8209
54,1191,8717
39,1191,12175
38,1191,8130
25,1191,21689
622,1192,8150
233,1192,8209
136,1192,8717
90,1192,12175
66,1192,8130
64,1192,21689
2959,1202,21773
878,1202,26816
817,1202,8717
623,1202,21689
581,1202,24526
543,1202,22743
513,1202,28052
346,1202,5207
308,1202,10245
292,1202,23931
288,1202,3389
231,1202,11937
228,1202,4949
218,1202,3392
190,1202,18045
184,1202,3371
9749,1232,8717
6875,1232,11557
4560,1232,11743
2973,1232,14487
2613,1232,20939
1323,1232,4949
717,1241,21689
570,1241,8717
282,1241,4605
256,1241,4949
222,1241,11743
186,1241,19733
7709,1274,8717
1038,1274,21689
736,1274,27095
542,1274,24526
302,1274,25630
261,1274,21773
519,1295,8717
463,1295,14487
336,1295,22743
330,1295,27199
314,1295,11743
295,1295,5207
229,1295,26138
224,1295,7457
195,1295,11557
189,1295,1691
183,1295,14552
176,1295,9221
166,1295,24207
1496,1301,8717
397,1301,21689
349,1301,28422
201,1301,21773
183,1301,3956
139,1301,28420
3416,1303,8717
591,1303,21689
485,1303,5951
397,1303,24526
254,1303,11557
252,1303,23471
781,1305,8717
488,1305,11743
450,1305,14487
269,1305,14552
191,1305,11557
149,1305,14467
251,1307,11305
108,1307,22743
90,1307,9221
87,1307,11743
83,1307,11557
52,1307,26785
50,1307,8717
48,1307,10731
40,1307,14361
32,1307,5207
28,1307,11370
20,1307,9882
20,1307,26771
19,1307,22753
19,1307,19230
18,1307,9152
1594,1319,8717
636,1319,32865
366,1319,27095
337,1319,21773
337,1319,8491
330,1319,11557
1900,1362,14552
911,1362,7457
514,1362,21689
394,1362,8717
184,1362,11557
165,1362,2435
160,1362,21773
109,1362,13646
93,1362,5207
93,1362,7404
8814,1371,7457
6251,1371,8717
2823,1371,23831
2132,1371,11743
1480,1371,11557
1327,1371,7404
1055,1375,7457
281,1375,11743
247,1375,23831
193,1375,11557
192,1375,7404
158,1375,22743
144,1375,21024
116,1375,5207
113,1375,18367
91,1375,11305
67,1375,9221
64,1375,14552
56,1375,14487
40,1375,1691
39,1375,22753
39,1375,26735
37,1375,13646
35,1375,10729
