tag_id,tag_name
33410,"['أدب', 'عربي']"
10093,['book']
15392,['library']
2829,"['arabic', 'books']"
2835,"['arabic', 'literature']"
33910,['عربي']
29543,['terjemahan']
26630,['sastra']
28341,['spiritual']
2838,"['arabic', 'novels']"
33825,['رواية']
33559,['الروايات']
17827,['lebanon']
33665,['جبرانيات']
11574,['favourite']
32586,"['wish', 'list']"
5481,['borrowed']
33819,"['روايات', 'وقصص']"
34206,['ورقي']
2833,"['arabic', 'fiction']"
13167,['gibran']
5776,"['british', 'literature']"
13060,"['george', 'eliot']"
16383,['jewish']
10658,"['english', 'literature']"
5746,"['brit', 'lit']"
14467,['historical']
5775,"['british', 'lit']"
17639,"['latin', 'america']"
28261,['spanish']
18896,"['magic', 'realism']"
17640,"['latin', 'american']"
7686,['colombia']
33777,['روايات']
28189,"['south', 'america']"
17645,"['latin', 'american', 'literature']"
21662,"['nobel', 'prize']"
31133,['translated']
21656,['nobel']
26256,"['rory', 'gilmore', 'reading', 'challenge']"
10862,['español']
28269,"['spanish', 'literature']"
11570,['favoritos']
12767,"['gabriel', 'garcia', 'marquez']"
14821,['horror']
30464,"['time', 'travel']"
14209,['heinlein']
27405,['masterworks']
26004,"['robert', 'heinlein']"
26020,"['robert', 'heinlein']"
14983,['hugo']
20939,['mystery']
9801,"['douglas', 'adams']"
8517,['crime']
5500,['boston']
5413,['books']
1195,['books']
30445,['time']
6131,['california']
11665,['feminism']
18589,['angeles']
32686,['women']
14719,['hollywood']
11643,"['female', 'author']"
11644,"['female', 'authors']"
16436,"['joan', 'didion']"
32688,"['women', 'authors']"
1029,"['books', 'change', 'life']"
5390,"['books', 'change', 'life']"
32724,"['women', 'writers']"
18139,"['life', 'changing']"
30471,['times']
24338,['priority']
30444,['time']
21437,"['new', 'york']"
23131,"['paul', 'auster']"
3456,['auster']
26126,['roman']
24083,['postmodernism']
20288,"['modern', 'fiction']"
5565,['boxall']
22111,['nyc']
9684,['dogs']
22009,['novela']
2705,['anthropology']
20673,['music']
11937,['finance']
23339,"['personal', 'finance']"
5951,['business']
20376,['money']
10245,['economics']
28052,['sociology']
19294,['marketing']
28046,['society']
23909,['political']
8039,['consumerism']
10059,['dystopia']
10064,['dystopian']
3704,"['ayn', 'rand']"
26371,['russia']
22159,['objectivism']
24883,['rand']
26374,['russian']
7884,['communism']
3703,['ayn']
1629,['adoption']
2173,"['alternate', 'history']"
23569,['physics']
3288,['astronomy']
23996,"['popular', 'science']"
8327,['cosmology']
30358,['thriller']
8755,['cyberpunk']
28610,['steampunk']
8751,"['cyber', 'punk']"
9318,['design']
19052,['manga']
13561,"['graphic', 'novels']"
13547,"['graphic', 'novel']"
19083,"['manga', 'comics']"
1540,['action']
2593,['anime']
15924,['italy']
7563,['clàssics']
14370,"['high', 'school']"
24526,['psychology']
27095,"['self', 'help']"
7077,['christian']
25630,['relationships']
8865,['brown']
29076,['suspense']
20994,"['mystery', 'thriller']"
30386,['thrillers']
20989,"['mystery', 'suspense']"
20926,['mysteries']
8020,['conspiracy']
23334,"['personal', 'development']"
27089,"['self', 'development']"
28904,['success']
23343,"['personal', 'growth']"
20520,['motivational']
5963,"['business', 'books']"
10700,['entrepreneurship']
17780,['leadership']
15626,['inspirational']
11949,['financial']
27111,"['self', 'improvement']"
24401,['productivity']
15758,['investing']
20519,['motivation']
32262,['wealth']
27077,['self']
15624,['inspiration']
10698,['entrepreneur']
30289,"['think', 'grow', 'rich']"
30620,['business']
5979,"['business', 'finance']"
9375,['development']
15763,['investment']
6262,['career']
22330,['hold']
19039,['management']
18168,['lifestyle']
30755,['fiction']
15339,['improvement']
24662,['purchased']
23323,['personal']
2305,"['american', 'history']"
7009,['china']
3216,['asia']
24624,"['pulitzer', 'prize']"
3218,['asian']
24632,"['pulitzer', 'prize', 'winners']"
22456,"['oprah', 'book', 'club']"
22449,['oprah']
23189,"['pearl', 'buck']"
4985,"['book', 'group']"
8656,['cultural']
7016,['chinese']
24639,"['pulitzer', 'winners']"
7422,"['classic', 'lit']"
24642,['pulitzers']
22451,"['oprah', 'book', 'club']"
24615,"['pulitzer', 'fiction']"
22465,"['oprahs', 'book', 'club']"
4959,"['book', 'club', 'books']"
21660,"['nobel', 'laureates']"
3677,"['award', 'winners']"
11780,"['fiction', 'historical']"
11765,"['fiction', 'classics']"
12175,['food']
16518,"['john', 'grisham']"
13720,['grisham']
17863,"['legal', 'thriller']"
17857,['legal']
13723,"['grisham', 'john']"
8150,['cookbooks']
8209,['cooking']
8130,['cookbook']
24207,['prehistoric']
28422,['sports']
3956,['baseball']
28420,['sport']
9882,['dragons']
19230,"['margaret', 'weis']"
9152,"['death', 'gate', 'cycle']"
8491,['creativity']
2435,"['ancient', 'history']"
13646,['greek']
13643,['greece']
23743,['plays']
27438,['shakespeare']
23150,"['paulo', 'coelho']"
19786,"['mental', 'health']"
7606,['coelho']
30208,['theatre']
23727,['play']
31103,['tragedy']
2424,['ancient']
30205,['theater']
2732,['antiquity']
29412,['teatro']
7438,['classical']
2429,"['ancient', 'greece']"
13654,"['greek', 'literature']"
7668,['college']
7448,"['classical', 'studies']"
7446,"['classical', 'literature']"
26752,"['school', 'reading']"
31535,['university']
13656,"['greek', 'mythology']"
2438,"['ancient', 'literature']"
25171,"['high', 'school']"
2759,['lit']
2425,"['ancient', 'classics']"
28144,['sophocles']
2431,"['ancient', 'greek']"
3271,"['assigned', 'reading']"
13660,"['greek', 'tragedy']"
29716,['classics']
5153,"['books', 'school']"
31514,['uni']
12290,['class']
2448,"['ancient', 'world']"
1078,['stars']
1511,['academic']
26964,['scripts']
7440,"['classical', 'antiquity']"
31140,['translation']
13613,"['great', 'books']"
7472,['classics']
25110,['class']
23838,"['poetry', 'plays']"
13642,"['greco', 'roman']"
13653,"['greek', 'lit']"
8922,['dark']
26753,"['school', 'readings']"
9892,"['drama', 'plays']"
32798,"['world', 'lit']"
25091,['classics']
15436,['incest']
25111,['college']
14378,"['high', 'school', 'reading']"
30406,['théatre']
26636,['satire']
11673,['feminist']
25761,"['required', 'reading']"
27387,['sexuality']
15424,['translation']
31141,['translations']
3883,['banned']
18001,['lgbt']
18011,['lgbtq']
17638,['latin']
2445,"['ancient', 'rome']"
10740,"['epic', 'poetry']"
21011,['myth']
26221,['rome']
23040,['partially']
10743,['epics']
20047,['military']
7203,['christianity']
7145,"['christian', 'living']"
21317,"['nelson', 'demille']"
9260,"['demille', 'nelson']"
16500,"['john', 'corey']"
2580,['animals']
24099,['poverty']
28024,"['social', 'issues']"
28031,"['social', 'science']"
30258,['theory']
24728,['queer']
12923,['gender']
8571,"['critical', 'theory']"
12421,['foucault']
16157,"['jane', 'austen']"
20811,['ebooks']
14527,"['historical', 'romance']"
20539,['mountaineering']
9468,['dickens']
6622,"['charles', 'dickens']"
23233,"['penguin', 'english', 'library']"
21672,['noir']
9336,['detective']
8527,"['crime', 'fiction']"
13936,"['hard', 'boiled']"
20957,"['mystery', 'crime']"
9343,"['detective', 'fiction']"
24946,"['raymond', 'chandler']"
8533,"['crime', 'mystery']"
13957,['hardboiled']
6574,['chandler']
24646,['pulp']
9360,['detectives']
8545,"['crime', 'thriller']"
8536,"['crime', 'noir']"
20963,"['mystery', 'detective']"
8518,"['crime', 'mystery']"
23441,"['philip', 'marlowe']"
8524,"['crime', 'detective']"
8535,"['crime', 'mystery', 'thriller']"
24648,"['pulp', 'fiction']"
20961,"['mystery', 'crime', 'thriller']"
20979,"['mystery', 'noir']"
18051,"['library', 'book']"
9347,"['detective', 'mystery']"
20947,"['mystery', 'crime']"
3308,['atheism']
10997,['evolution']
4631,['biology']
28659,"['stephen', 'hawking']"
30802,['science']
3291,['astrophysics']
26885,['sciences']
31533,['universe']
7305,['ciencia']
26888,['scientific']
26862,"['science', 'nature']"
12874,['gay']
7116,"['christian', 'fiction']"
6750,"['chick', 'lit']"
14251,['hemingway']
12452,['france']
12567,"['french', 'lit']"
12568,"['french', 'literature']"
21815,['nook']
12503,['français']
7481,['classiques']
12557,"['french', 'classics']"
18428,"['littérature', 'française']"
24044,['post']
24147,['pre']
8759,['cycling']
28489,['spórt']
6200,['cancer']
24246,['presidents']
4594,['biographies']
31647,['history']
14445,['hist']
9051,"['david', 'mccullough']"
31653,['presidents']
24239,"['presidential', 'biographies']"
28696,"['steve', 'martini']"
9565,['discworld']
29568,"['terry', 'pratchett']"
24136,['pratchett']
31324,['turkey']
24009,['portugal']
24012,['portuguese']
24019,"['portuguese', 'literature']"
26618,['saramago']
18361,"['literatura', 'portuguesa']"
24014,"['portuguese', 'authors']"
18919,"['magical', 'realism']"
3631,"['autores', 'portugueses']"
25186,['portuguese']
15401,['portuguese']
24021,['portugueses']
16648,"['josé', 'saramago']"
7568,['clássicos']
19961,"['middle', 'east']"
25674,"['religion', 'spirituality']"
33664,"['جبران', 'خليل', 'جبران']"
25685,['religious']
23465,['philosophical']
15604,['innovation']
15808,['irish']
392,['century']
15798,['ireland']
10886,['essay']
26251,"['rory', 'gilmore', 'challenge']"
327,['century']
26246,"['rory', 'gilmore']"
1137,['books']
19674,"['medieval', 'literature']"
26257,"['rory', 'gilmore', 'reading', 'list']"
13207,"['gilmore', 'girls']"
19958,"['middle', 'ages']"
6657,['chaucer']
10657,"['english', 'lit']"
19973,"['middle', 'english']"
19673,"['medieval', 'lit']"
19949,['microhistory']
32796,"['world', 'history']"
12228,"['food', 'history']"
12186,"['food', 'drink']"
12252,"['food', 'writing']"
3027,"['art', 'history']"
23535,['photography']
31075,"['tracy', 'chevalier']"
4755,['bleach']
19165,['mangas']
7778,['comics']
30410,['tibet']
31667,['utopia']
11776,"['fiction', 'general']"
27460,['shangri']
16081,"['james', 'hilton']"
11798,"['fiction', 'literature']"
1153,"['must', 'books']"
31669,['utopian']
19666,['medieval']
9904,['drawing']
13270,['glbt']
15844,"['isabel', 'allende']"
6999,['chile']
24420,['programming']
31657,['usability']
6184,['canadian']
9802,"['douglas', 'coupland']"
6216,['canlit']
6190,"['canadian', 'literature']"
6189,"['canadian', 'lit']"
6195,['canadiana']
32812,['world']
4017,['bbc']
31883,['vietnam']
21529,"['nicholas', 'sparks']"
28275,['sparks']
18640,['love']
18664,"['love', 'story']"
18663,"['love', 'stories']"
28525,"['stand', 'alone']"
26194,['romantic']
20547,['movie']
5036,"['book', 'movie']"
9147,['death']
6729,"['chic', 'lit']"
29402,"['tear', 'jerkers']"
26459,['sad']
28277,"['sparks', 'nicholas']"
6766,['chicklit']
5385,"['books', 'made', 'cry']"
5295,"['books', 'made', 'movies']"
11491,['faves']
20781,['bookshelf']
2158,['already']
13794,"['guilty', 'pleasures']"
29405,['tearjerker']
26657,"['saw', 'movie']"
21530,"['nicholas', 'sparks', 'books']"
28528,"['stand', 'alones']"
16184,"['janet', 'evanovich']"
28642,"['stephanie', 'plum']"
10951,['evanovich']
28645,"['stephanie', 'plum', 'series']"
15880,['israel']
6840,"['childhood', 'favourites']"
17525,['montgomery']
33153,['youngadult']
6949,"['children', 'young', 'adult']"
17090,"['kid', 'lit']"
6909,"['children', 'fiction']"
6836,"['childhood', 'faves']"
6948,['children']
21892,['nostalgia']
1489,"['absolute', 'favorites']"
6905,"['children', 'classics']"
6866,"['children', 'books']"
6837,"['childhood', 'favorite']"
6977,"['childrens', 'literature']"
5161,"['books', 'childhood']"
6841,"['childhood', 'favs']"
11595,['favs']
33116,"['young', 'adult', 'books']"
6843,"['childhood', 'memories']"
33150,"['young', 'readers']"
6834,"['childhood', 'classics']"
2657,"['anne', 'green', 'gables']"
2106,"['time', 'favourites']"
18680,['loved']
33125,"['young', 'adult', 'lit']"
22344,['bookshelf']
17103,"['kid', 'stuff']"
6992,['childrens']
2100,"['time', 'faves']"
6863,"['children', 'young', 'adult']"
33166,"['youth', 'fiction']"
2101,"['time', 'favorite']"
11564,"['favorites', 'childhood']"
6940,['children']
27575,"['sherlock', 'holmes']"
10081,['dystopias']
5066,"['booker', 'prize']"
19030,"['booker', 'prize']"
19017,['booker']
5058,['booker']
5073,"['booker', 'prize', 'winners']"
19860,['mexico']
13507,"['graham', 'greene']"
6432,['catholic']
10866,['espionage']
28466,['spy']
31885,['vietnam']
7276,"['chuck', 'palahniuk']"
22897,['palahniuk']
16651,['journalism']
7273,['chuck']
11503,"['favorite', 'authors']"
16062,"['james', 'bond']"
4895,['bond']
15209,"['ian', 'fleming']"
28321,['spies']
28482,"['spy', 'thriller']"
4896,"['bond', 'james', 'bond']"
28473,"['spy', 'fiction']"
16056,['james']
28479,"['spy', 'novels']"
6604,['character']
11855,['fictitious']
28477,"['spy', 'novel']"
28751,['stories']
13330,['gold']
27974,['smuggling']
7631,['cold']
21152,"['national', 'book', 'award']"
28259,['spain']
362,['century']
15453,['india']
8116,"['cook', 'books']"
33616,"['باولو', 'كويلو']"
5655,['brazil']
23148,['paulo']
22930,"['paolo', 'coelho']"
5661,"['brazilian', 'literature']"
5656,['brazilian']
20888,['shelf']
13363,['good']
250,['books']
252,"['books', 'must']"
267,['list']
5510,['bought']
33760,['رمان']
10995,['evil']
13364,"['good', 'evil']"
9380,['devil']
7607,"['coelho', 'paulo']"
722,['reads']
34155,['مكتبتي']
27684,"['short', 'story', 'collections']"
27661,"['short', 'fiction']"
27696,['shortstories']
26503,['salinger']
24805,['racconti']
27693,['shorts']
7654,['collection']
25167,['english']
27679,"['short', 'stories', 'novellas']"
2690,['anthology']
2287,"['american', 'classics']"
5444,['bookshelf']
30860,['reread']
7658,['collections']
27683,"['short', 'story', 'collection']"
33718,"['داستان', 'کوتاه']"
18377,"['literature', 'fiction']"
27678,"['short', 'stories', 'essays']"
8634,['cuentos']
2687,['anthologies']
20797,['collection']
25106,['fiction']
17958,"['letteratura', 'americana']"
27672,"['short', 'stories', 'essays']"
26942,"['scott', 'turow']"
7944,"['computer', 'science']"
29425,['technical']
29418,['tech']
28064,['software']
28068,"['software', 'development']"
28069,"['software', 'engineering']"
15125,['húmor']
9057,"['david', 'sedaris']"
12281,['football']
21538,"['nick', 'hornby']"
19316,['marriage']
1499,['abuse']
33004,['contemporary']
26598,['sarah']
4889,['bombay']
15461,['indian']
7334,['cities']
6140,['cambodia']
5105,"['books', 'books']"
21308,"['neil', 'gaiman']"
29011,['supernatural']
19634,['medical']
14169,['healthcare']
26861,"['science', 'medicine']"
13446,['gothic']
12979,['genetics']
23605,"['picture', 'books']"
23596,"['picture', 'book']"
4828,"['board', 'book']"
4829,"['board', 'books']"
27682,"['short', 'story']"
10813,"['ernest', 'hemingway']"
27656,['short']
26247,"['rory', 'gilmore', 'book', 'challenge']"
13214,"['gilmore', 'girls', 'reading', 'list']"
13202,['gilmore']
16524,"['john', 'irving']"
15834,['irving']
21406,"['new', 'england']"
19659,['medicine']
14523,"['historical', 'novel']"
13098,['german']
14548,"['historische', 'romane']"
14460,['historic']
14547,['historisch']
19274,"['mark', 'haddon']"
28623,['steinbeck']
16563,"['john', 'steinbeck']"
26508,"['salman', 'rushdie']"
7879,['communication']
32766,['work']
24410,"['professional', 'development']"
24407,['professional']
23353,"['personal', 'mba']"
26498,['sales']
13744,['growth']
33655,"['تنمية', 'بشرية']"
24493,['psych']
24557,['psychotherapy']
10304,['education']
24512,['psychoanalysis']
8354,['counseling']
24524,['psychologie']
24481,['psicologia']
30263,['therapy']
28800,['strategy']
4611,"['biography', 'autobiography']"
3616,"['autobiography', 'memoir']"
3596,"['auto', 'biography']"
19735,"['memoir', 'autobiography']"
4021,"['bbc', 'big']"
12663,['fun']
15362,['english']
16349,"['jerome', 'jerome']"
7451,['classici']
5747,['britain']
13759,['guardian']
16203,['japan']
26384,"['russian', 'literature']"
26382,"['russian', 'lit']"
17273,['king']
28663,"['stephen', 'king']"
8957,"['dark', 'tower']"
31984,['vonnegut']
17487,"['kurt', 'vonnegut']"
24080,['postmodern']
4968,"['book', 'club', 'reads']"
29151,"['sword', 'truth']"
29560,"['terry', 'goodkind']"
13396,['goodkind']
17002,"['ken', 'follett']"
2867,['architecture']
12167,['follett']
32917,['wwii']
32808,['world']
17001,"['ken', 'follet']"
32785,['world']
12169,"['follett', 'ken']"
15736,['intrigue']
11642,['female']
13609,['great']
27030,['secret']
20546,['movements']
23043,['participation']
22176,['occupation']
27332,['service']
31491,['underground']
29744,"['dark', 'tower']"
32353,['western']
12600,['friendship']
4834,"['boarding', 'school']"
1753,"['african', 'american']"
13856,['haiti']
6274,['caribbean']
2224,['amazon']
206,"['books', 'lifetime']"
15698,['international']
6276,"['caribbean', 'lit']"
18867,"['maeve', 'binchy']"
22537,"['oscar', 'wilde']"
7224,['christmas']
31254,"['true', 'crime']"
17721,['law']
17864,"['legal', 'thrillers']"
17860,"['legal', 'fiction']"
19764,['memphis']
8397,"['courtroom', 'drama']"
15661,['insurance']
29083,"['suspense', 'thriller']"
2907,['arkansas']
28204,['southern']
28687,"['steve', 'berry']"
31745,['vampires']
15463,"['indian', 'authors']"
2612,"['ann', 'brashares']"
29464,"['teen', 'fiction']"
27846,"['sisterhood', 'traveling', 'pants']"
28974,"['summer', 'reads']"
28945,['summer']
27845,['sisterhood']
34248,['ｆａｖｏｒｉｔｅｓ']
13068,"['george', 'orwell']"
10067,"['dystopian', 'fiction']"
9597,['distopia']
14730,['holocaust']
4587,['biographical']
4561,['bio']
11710,['feynman']
30756,['nonfiction']
26868,"['science', 'physics']"
26857,"['science', 'math']"
26819,"['science', 'math']"
26481,['saggistica']
10711,['environmental']
16095,"['james', 'patterson']"
30924,"['tom', 'clancy']"
18243,['linguistics']
8782,['cómics']
20292,"['modern', 'library']"
31234,['trinidad']
24057,"['post', 'colonial']"
21071,['naipaul']
195,"['best', 'novels']"
21665,"['nobel', 'prize', 'winners']"
15468,"['indian', 'fiction']"
30449,"['time', 'novels']"
6277,"['caribbean', 'literature']"
32799,"['world', 'literature']"
31235,"['trinidad', 'tobago']"
23821,['poesia']
23816,['poems']
33860,['شعر']
7000,['chilean']
10859,['espanol']
22855,"['pablo', 'neruda']"
15409,['spanish']
17644,"['latin', 'american', 'lit']"
25195,['spanish']
18353,"['literatura', 'latinoamericana']"
23860,['poetry']
30781,['poetry']
10573,['español']
28496,"['sri', 'lanka']"
13109,"['german', 'literature']"
13116,['germany']
14297,"['hermann', 'hesse']"
14318,['hesse']
13108,"['german', 'lit']"
9367,['deutsch']
28184,"['south', 'africa']"
21166,"['native', 'american']"
14736,"['holocaust', 'literature']"
32822,"['world', 'two']"
10937,"['european', 'history']"
16680,['judaism']
33312,['áfrica']
1774,"['african', 'literature']"
1750,['african']
28185,"['south', 'african']"
32914,['wwi']
2768,['apocalyptic']
2766,['apocalypse']
24051,"['post', 'apocalyptic']"
24050,"['post', 'apocalypse']"
8292,"['cormac', 'mccarthy']"
941,['century']
11152,"['fairy', 'tales']"
4088,['beat']
25992,"['roald', 'dahl']"
25014,['aloud']
25033,['child']
6973,"['childrens', 'fiction']"
20570,['movies']
25020,['alouds']
17086,"['kid', 'books']"
6969,"['childrens', 'classics']"
25329,['kids']
6891,"['children', 'book']"
4037,"['bbc', 'top']"
10397,['elementary']
5231,"['books', 'kid']"
17206,['kinderboeken']
12323,['kids']
10954,"['evanovich', 'janet']"
23086,"['patricia', 'cornwell']"
8299,['cornwell']
8304,"['cornwell', 'patricia']"
26714,"['scarpetta', 'series']"
20662,"['murder', 'mystery']"
16959,"['kay', 'scarpetta']"
26712,['scarpetta']
16960,"['kay', 'scarpetta', 'series']"
16559,"['john', 'saul']"
1982,"['alex', 'cross']"
6205,"['candace', 'bushnell']"
4076,"['beach', 'reads']"
12135,['fluff']
16240,"['jasper', 'fforde']"
11148,['fairy']
11715,['fforde']
8832,['dahl']
1120,['star']
33113,['young']
17085,['kid']
6995,['childrensbooks']
6996,['childrenslit']
8833,"['dahl', 'roald']"
25323,['young']
28218,"['southern', 'lit']"
28215,"['southern', 'fiction']"
20120,['mindfulness']
9403,['dfw']
28880,"['stéphanie', 'plum']"
24348,['prison']
5509,['botswana']
2012,"['alexander', 'mccall', 'smith']"
21616,"['ladies', 'detective', 'agency']"
8429,"['cozy', 'mystery']"
19571,"['mccall', 'smith']"
7327,['circus']
23440,"['philip', 'dick']"
11035,['existentialism']
26379,"['russian', 'classics']"
9796,['dostoyevsky']
6163,['lit']
6186,"['canadian', 'authors']"
6187,"['canadian', 'fiction']"
6185,"['canadian', 'author']"
16306,"['jeffrey', 'archer']"
11290,['fantasia']
11396,['fantasía']
11773,"['fiction', 'fantasy']"
11340,"['fantasy', 'fiction']"
18615,['lotr']
19357,['marvel']
29005,['superheroes']
14519,"['historical', 'mystery']"
4090,"['beat', 'generation']"
9959,['drugs']
4104,['beats']
2323,"['american', 'revolution']"
23106,['patterson']
5595,"['brad', 'thor']"
26914,"['scot', 'harvath']"
5870,['buddhism']
15782,['iran']
19897,"['michael', 'crichton']"
8513,['crichton']
19654,"['medical', 'thriller']"
8514,"['crichton', 'michael']"
9841,['seuss']
2142,['alphabet']
1441,"['abc', 'books']"
1439,['abc']
2144,"['alphabet', 'books']"
9844,['suess']
25850,['rhyming']
23595,['picture']
6931,"['children', 'picture', 'books']"
27360,['seuss']
6984,"['childrens', 'picture', 'books']"
10182,"['easy', 'reader']"
24224,['preschool']
3742,"['baby', 'books']"
17094,"['kid', 'books']"
17210,['kindergarten']
23624,['picturebooks']
24167,['pre']
6959,"['childrens', 'book']"
10139,"['early', 'readers']"
10138,"['early', 'reader']"
1442,['abc']
1443,['abcs']
10708,['environment']
11513,"['favorite', 'children', 'books']"
17113,['kiddos']
24148,['pre']
8369,['counting']
2801,['apples']
19445,['math']
25848,['rhyme']
10183,"['easy', 'readers']"
22090,['numbers']
25305,['kids']
7482,['classroom']
28776,['storytime']
18418,"['little', 'kids']"
12296,['kids']
6887,['children']
6988,['childrens']
25851,"['rhyming', 'books']"
8370,"['counting', 'books']"
5427,['books']
25849,['rhymes']
